state,region,disease,year,cases,incidence_per_100k,population
Ladakh,North,Measles,2018,86443,94.22,91750651
Ladakh,North,Hepatitis B,2018,42392,46.2,91750651
Ladakh,North,Diarrhoeal Disease,2018,31054,33.85,91750651
Ladakh,North,Pneumonia,2018,23015,25.08,91750651
Ladakh,North,Tuberculosis,2019,65058,187.41,34715123
Ladakh,North,Malaria,2019,58900,169.67,34715123
Ladakh,North,Dengue,2019,46248,133.22,34715123
Ladakh,North,HIV/AIDS,2019,60899,175.42,34715123
Ladakh,North,Measles,2019,17240,49.66,34715123
Ladakh,North,Hepatitis B,2019,69920,201.41,34715123
Ladakh,North,Diarrhoeal Disease,2019,87336,251.58,34715123
Ladakh,North,Pneumonia,2019,6336,18.25,34715123
Ladakh,North,Tuberculosis,2020,96966,627.17,15460765
Ladakh,North,Malaria,2020,62457,403.97,15460765
Ladakh,North,Dengue,2020,71379,461.68,15460765
Ladakh,North,HIV/AIDS,2020,45733,295.8,15460765
Ladakh,North,Measles,2020,60861,393.65,15460765
Ladakh,North,Hepatitis B,2020,37918,245.25,15460765
Ladakh,North,Diarrhoeal Disease,2020,48552,314.03,15460765
Ladakh,North,Pneumonia,2020,51938,335.93,15460765
Ladakh,North,Tuberculosis,2021,84137,135.27,62200090
Ladakh,North,Malaria,2021,5643,9.07,62200090
Ladakh,North,Dengue,2021,6445,10.36,62200090
Ladakh,North,HIV/AIDS,2021,54497,87.62,62200090
Ladakh,North,Measles,2021,71709,115.29,62200090
Ladakh,North,Hepatitis B,2021,87929,141.36,62200090
Ladakh,North,Diarrhoeal Disease,2021,6988,11.23,62200090
Ladakh,North,Pneumonia,2021,97995,157.55,62200090
Ladakh,North,Tuberculosis,2022,90708,111.24,81543089
Ladakh,North,Malaria,2022,88148,,81543089
Ladakh,North,Dengue,2022,71600,87.81,81543089
Ladakh,North,HIV/AIDS,2022,84732,103.91,81543089
Ladakh,North,Measles,2022,81477,99.92,81543089
Ladakh,North,Hepatitis B,2022,75440,92.52,81543089
Ladakh,North,Diarrhoeal Disease,2022,90100,110.49,81543089
Ladakh,North,Pneumonia,2022,97441,119.5,81543089
Ladakh,North,Tuberculosis,2023,66957,84.44,79299481
Ladakh,North,Malaria,2023,84044,105.98,79299481
Ladakh,North,Dengue,2023,36994,46.65,79299481
Ladakh,North,HIV/AIDS,2023,82689,104.27,79299481
Ladakh,North,Measles,2023,15770,19.89,79299481
Ladakh,North,Hepatitis B,2023,52457,66.15,79299481
Ladakh,North,Diarrhoeal Disease,2023,45105,56.88,79299481
Ladakh,North,Pneumonia,2023,54431,68.64,79299481
Ladakh,North,Tuberculosis,2024,64898,61.95,104758802
Ladakh,North,Malaria,2024,82355,78.61,104758802
Ladakh,North,Dengue,2024,77682,74.15,104758802
Ladakh,North,HIV/AIDS,2024,24119,23.02,104758802
Ladakh,North,Measles,2024,57792,55.17,104758802
Ladakh,North,Hepatitis B,2024,78155,74.6,104758802
Ladakh,North,Diarrhoeal Disease,2024,68792,65.67,104758802
Ladakh,North,Pneumonia,2024,87590,83.61,104758802
Lakshadweep,South,Tuberculosis,2015,8532,18.48,46171764
Lakshadweep,South,Malaria,2015,64175,138.99,46171764
Lakshadweep,South,Dengue,2015,91399,197.95,46171764
Lakshadweep,South,HIV/AIDS,2015,64978,140.73,46171764
Lakshadweep,South,Measles,2015,81300,176.08,46171764
Lakshadweep,South,Hepatitis B,2015,92382,200.08,46171764
Lakshadweep,South,Diarrhoeal Disease,2015,24258,52.54,46171764
Lakshadweep,South,Pneumonia,2015,93994,203.57,46171764
Lakshadweep,South,Tuberculosis,2016,70683,98.2,71977964
Lakshadweep,South,Malaria,2016,53173,73.87,71977964
Lakshadweep,South,Dengue,2016,97872,135.97,71977964
Lakshadweep,South,HIV/AIDS,2016,52842,73.41,71977964
Lakshadweep,South,Measles,2016,35207,48.91,71977964
Lakshadweep,South,Hepatitis B,2016,79757,,71977964
Lakshadweep,South,Diarrhoeal Disease,2016,8249,11.46,71977964
Lakshadweep,South,Pneumonia,2016,76950,106.91,71977964
Lakshadweep,South,Tuberculosis,2017,5927,9.98,59373733
Lakshadweep,South,Malaria,2017,20047,33.76,59373733
Lakshadweep,South,Dengue,2017,50059,84.31,59373733
Lakshadweep,South,HIV/AIDS,2017,26653,44.89,59373733
Lakshadweep,South,Measles,2017,3694,6.22,59373733
Lakshadweep,South,Hepatitis B,2017,85404,143.84,59373733
Lakshadweep,South,Diarrhoeal Disease,2017,66393,111.82,59373733
Lakshadweep,South,Pneumonia,2017,33942,57.17,59373733
Lakshadweep,South,Tuberculosis,2018,27765,57.14,48590822
Lakshadweep,South,Malaria,2018,97524,200.7,48590822
Lakshadweep,South,Dengue,2018,20606,42.41,48590822
Lakshadweep,South,HIV/AIDS,2018,68111,140.17,48590822
Lakshadweep,South,Measles,2018,87091,179.23,48590822
Lakshadweep,South,Hepatitis B,2018,31190,64.19,48590822
Lakshadweep,South,Diarrhoeal Disease,2018,80197,165.05,48590822
Lakshadweep,South,Pneumonia,2018,58723,120.85,48590822
Lakshadweep,South,Tuberculosis,2019,80713,109.83,73492212
Lakshadweep,South,Malaria,2019,40955,55.73,73492212
Lakshadweep,South,Dengue,2019,28604,38.92,73492212
Lakshadweep,South,HIV/AIDS,2019,86687,117.95,73492212
Lakshadweep,South,Measles,2019,11828,16.09,73492212
Lakshadweep,South,Hepatitis B,2019,50608,68.86,73492212
Lakshadweep,South,Diarrhoeal Disease,2019,43868,59.69,73492212
Lakshadweep,South,Pneumonia,2019,57771,78.61,73492212
Lakshadweep,South,Tuberculosis,2020,47813,74.39,64274289
Lakshadweep,South,Malaria,2020,39310,61.16,64274289
Lakshadweep,South,Dengue,2020,87859,136.69,64274289
Lakshadweep,South,HIV/AIDS,2020,35000,54.45,64274289
Lakshadweep,South,Measles,2020,10111,15.73,64274289
Lakshadweep,South,Hepatitis B,2020,9047,14.08,64274289
Lakshadweep,South,Diarrhoeal Disease,2020,25726,40.03,64274289
Lakshadweep,South,Pneumonia,2020,40696,63.32,64274289
Lakshadweep,South,Tuberculosis,2021,884,1.49,59175344
Lakshadweep,South,Malaria,2021,43650,,59175344
Lakshadweep,South,Dengue,2021,47824,80.82,59175344
Lakshadweep,South,HIV/AIDS,2021,5618,9.49,59175344
Lakshadweep,South,Measles,2021,81099,137.05,59175344
Lakshadweep,South,Hepatitis B,2021,54840,92.67,59175344
Lakshadweep,South,Diarrhoeal Disease,2021,67057,113.32,59175344
Lakshadweep,South,Pneumonia,2021,54264,91.7,59175344
Lakshadweep,South,Tuberculosis,2022,93353,178.35,52343153
Lakshadweep,South,Malaria,2022,99699,190.47,52343153
Lakshadweep,South,Dengue,2022,31984,61.1,52343153
Lakshadweep,South,HIV/AIDS,2022,23802,45.47,52343153
Lakshadweep,South,Measles,2022,20138,38.47,52343153
Lakshadweep,South,Hepatitis B,2022,6700,12.8,52343153
Lakshadweep,South,Diarrhoeal Disease,2022,4042,7.72,52343153
Lakshadweep,South,Pneumonia,2022,86302,164.88,52343153
Lakshadweep,South,Tuberculosis,2023,65424,,60614194
Lakshadweep,South,Malaria,2023,85386,140.87,60614194
Lakshadweep,South,Dengue,2023,59461,98.1,60614194
Lakshadweep,South,HIV/AIDS,2023,97925,161.55,60614194
Lakshadweep,South,Measles,2023,82435,136.0,60614194
Lakshadweep,South,Hepatitis B,2023,78136,128.91,60614194
Lakshadweep,South,Diarrhoeal Disease,2023,85845,141.63,60614194
Lakshadweep,South,Pneumonia,2023,72144,119.02,60614194
Lakshadweep,South,Tuberculosis,2024,20591,136.44,15091725
Lakshadweep,South,Malaria,2024,32338,214.28,15091725
Lakshadweep,South,Dengue,2024,95251,631.15,15091725
Lakshadweep,South,HIV/AIDS,2024,31616,209.49,15091725
Lakshadweep,South,Measles,2024,47873,317.21,15091725
Lakshadweep,South,Hepatitis B,2024,53096,351.82,15091725
Lakshadweep,South,Diarrhoeal Disease,2024,87395,579.09,15091725
Lakshadweep,South,Pneumonia,2024,98551,653.01,15091725
Puducherry,South,Tuberculosis,2015,31406,69.68,45072499
Puducherry,South,Malaria,2015,98081,217.61,45072499
Puducherry,South,Dengue,2015,36214,80.35,45072499
Puducherry,South,HIV/AIDS,2015,50580,112.22,45072499
Puducherry,South,Measles,2015,40861,90.66,45072499
Puducherry,South,Hepatitis B,2015,95244,211.31,45072499
Puducherry,South,Diarrhoeal Disease,2015,56558,125.48,45072499
Puducherry,South,Pneumonia,2015,10903,24.19,45072499
Puducherry,South,Tuberculosis,2016,14479,112.59,12859882
Puducherry,South,Malaria,2016,1920,14.93,12859882
Puducherry,South,Dengue,2016,10659,82.89,12859882
Puducherry,South,HIV/AIDS,2016,366,2.85,12859882
Puducherry,South,Measles,2016,49089,381.72,12859882
Puducherry,South,Hepatitis B,2016,21725,168.94,12859882
Puducherry,South,Diarrhoeal Disease,2016,99330,772.4,12859882
Puducherry,South,Pneumonia,2016,8387,65.22,12859882
Puducherry,South,Tuberculosis,2017,54380,48.11,113022661
Puducherry,South,Malaria,2017,95904,84.85,113022661
Puducherry,South,Dengue,2017,87372,77.3,113022661
Puducherry,South,HIV/AIDS,2017,97432,86.21,113022661
Puducherry,South,Measles,2017,46991,41.58,113022661
Puducherry,South,Hepatitis B,2017,48859,43.23,113022661
Puducherry,South,Diarrhoeal Disease,2017,48966,43.32,113022661
Puducherry,South,Pneumonia,2017,77302,,113022661
Puducherry,South,Tuberculosis,2018,36305,50.39,72044030
Puducherry,South,Malaria,2018,65399,90.78,72044030
Puducherry,South,Dengue,2018,41442,,72044030
Puducherry,South,HIV/AIDS,2018,4904,6.81,72044030
Puducherry,South,Measles,2018,98545,,72044030
Puducherry,South,Hepatitis B,2018,96814,134.38,72044030
Puducherry,South,Diarrhoeal Disease,2018,81802,113.54,72044030
Puducherry,South,Pneumonia,2018,1036,1.44,72044030
Puducherry,South,Tuberculosis,2019,20536,18.15,113125617
Puducherry,South,Malaria,2019,93334,82.5,113125617
Puducherry,South,Dengue,2019,72542,64.13,113125617
Puducherry,South,HIV/AIDS,2019,70704,62.5,113125617
Puducherry,South,Measles,2019,76005,67.19,113125617
Puducherry,South,Hepatitis B,2019,47727,42.19,113125617
Puducherry,South,Diarrhoeal Disease,2019,1388,,113125617
Puducherry,South,Pneumonia,2019,521,0.46,113125617
Puducherry,South,Tuberculosis,2020,67880,7206.56,941920
Puducherry,South,Malaria,2020,76637,8136.25,941920
Puducherry,South,Dengue,2020,38207,4056.29,941920
Puducherry,South,HIV/AIDS,2020,58298,6189.27,941920
Puducherry,South,Measles,2020,70901,7527.28,941920
Puducherry,South,Hepatitis B,2020,10714,1137.46,941920
Puducherry,South,Diarrhoeal Disease,2020,92740,9845.85,941920
Puducherry,South,Pneumonia,2020,38226,4058.31,941920
Puducherry,South,Tuberculosis,2021,89448,96.59,92604564
Puducherry,South,Malaria,2021,74175,80.1,92604564
Puducherry,South,Dengue,2021,74294,80.23,92604564
Puducherry,South,HIV/AIDS,2021,84289,91.02,92604564
Puducherry,South,Measles,2021,35344,38.17,92604564
Puducherry,South,Hepatitis B,2021,95460,103.08,92604564
Puducherry,South,Diarrhoeal Disease,2021,73046,78.88,92604564
Puducherry,South,Pneumonia,2021,25209,27.22,92604564
Puducherry,South,Tuberculosis,2022,31495,,98139479
Puducherry,South,Malaria,2022,81826,,98139479
Puducherry,South,Dengue,2022,30097,30.67,98139479
Puducherry,South,HIV/AIDS,2022,48270,49.19,98139479
Puducherry,South,Measles,2022,89324,91.02,98139479
Puducherry,South,Hepatitis B,2022,98922,100.8,98139479
Puducherry,South,Diarrhoeal Disease,2022,12160,12.39,98139479
Puducherry,South,Pneumonia,2022,71238,72.59,98139479
Puducherry,South,Tuberculosis,2023,71055,455.26,15607455
Puducherry,South,Malaria,2023,40757,261.14,15607455
Puducherry,South,Dengue,2023,22119,141.72,15607455
Puducherry,South,HIV/AIDS,2023,45419,291.01,15607455
Puducherry,South,Measles,2023,50769,,15607455
Puducherry,South,Hepatitis B,2023,90649,580.81,15607455
Puducherry,South,Diarrhoeal Disease,2023,17435,111.71,15607455
Puducherry,South,Pneumonia,2023,89652,574.42,15607455
Puducherry,South,Tuberculosis,2024,85524,73.23,116792879
Puducherry,South,Malaria,2024,49073,42.02,116792879
Puducherry,South,Dengue,2024,33783,28.93,116792879
Puducherry,South,HIV/AIDS,2024,62150,53.21,116792879
Puducherry,South,Measles,2024,51392,44.0,116792879
Puducherry,South,Hepatitis B,2024,43670,37.39,116792879
Puducherry,South,Diarrhoeal Disease,2024,65463,56.05,116792879
Puducherry,South,Pneumonia,2024,52980,45.36,116792879
